ID,Category,Latitude,Longitude
072632996,"Lk Maumelle Raw Water Intake nr Natural Steps,AR",34.85194444,-92.4891667
07362591,"Alum Fork Saline River at Winona Dam at Reform, AR",34.79777778,-92.8455556
11455508,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,38.04953056,-121.88755
374938122251801,SAN FRANCISCO BAY A NE SHORE ALCATRAZ ISLAND CA,37.8272222,-122.4216667
380631122032201,GRIZZLY BAY A SUISUN SLOUGH NR AVON CA,38.10853056,-122.0559806
380924121301901,STATEN ISLAND NR TERMINOUS CA,38.15665,-121.5051889
381142122015801,FIRST MALLARD BRANCH NR FAIRFIELD CA,38.19489444,-122.0328139
385741122402101,CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,38.961425,-122.672636
385859122430101,CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,38.98299444,-122.716986
390005122441301,CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,39.00130556,-122.7368778
390009122400201,HERMAN IMPOUNDMENT NR CLEARLAKE OAKS CA,39.00251389,-122.6671222
390010122401401,CLEAR LK A SULPHUR BANK MINE NR CLEARLAKE OAKS CA,39.00265278,-122.6705306
390015122394801,HERMAN IMPOUNDMENT CL23-01 NR CLEARLAKE OAKS CA,39.0041,-122.6634306
390015122395001,HERMAN IMPOUNDMENT CL23-06 NR CLEARLAKE OAKS CA,39.00405,-122.6638194
390021122400501,NORTH PIT NR ELEM RD NR CLEARLAKE OAKS CA,39.00578889,-122.6679694
390021122404001,CLEAR LK A MOORING OA-10 NR CLEARLAKE OAKS CA,39.00507778,-122.6773556
390029122410601,CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,39.0058222,-122.6852528
390046122415601,CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,39.01269444,-122.698986
390126122471701,CLEAR LK A MOORING UA-01 NR SODA BAY CA,39.02399444,-122.787986
390340122490101,CLEAR LK A MOORING UA-06 NR LUCERNE CA,39.06099444,-122.816986
390538122504901,CLEAR LK A MOORING UA-08 NR NICE CA,39.09399444,-122.846986
09013900,"GRAND LAKE AT GRAND LAKE, CO.",40.2433333,-105.8130556
09014500,"SHADOW MOUNTAIN LAKE NEAR GRAND LAKE, CO.",40.2100833,-105.8420833
09018500,"LAKE GRANBY NEAR GRANBY, CO.",40.1497222,-105.8649
09041395,"WOLFORD MTN RESERVOIR NR KREMMLING, CO",40.1127629,-106.4150324
382847107120401,"BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO, CO",38.47975,-107.2012222
382852107054801,BLUE MESA RESERVOIR IN IOLA BASIN NR GUNNISON CO,38.4807111,-107.0901806
400631105585501,"WINDY GAP RESERVOIR NR PUMP INTAKES NR GRANBY, CO",40.10841667,-105.9823611
400806105474700,"LAKE GRANBY (EAST) NEAR GRANBY, CO",40.135,-105.7963889
400853105563701,"WILLOW CREEK RESERVOIR NEAR DAM NEAR GRANBY, CO",40.14805556,-105.9436111
401030105521101,"LAKE GRANBY NR PUMP STATION INTAKE NR GRAND LK, CO",40.175,-105.8697222
401331105501401,"SHADOW MOUNTAIN LAKE NEAR MIDLAKE NEAR GRAND LK, C",40.22527778,-105.8372222
401428105481601,"GRAND LAKE NR ADAMS TUNNEL W. PORTAL, GRAND LK, CO",40.2411111,-105.8044444
01127768,"THAMES R AT GROTON, CT.",41.34444444,-72.0886111
01194750,"CONNECTICUT RIVER AT ESSEX, CT",41.3514833,-72.3843667
01194796,"CONNECTICUT RIVER AT OLD LYME, CT",41.31248747,-72.3459005
01208837,"HOUSATONIC RIVER NR NELLS ISLAND NR STRATFORD, CT",41.1884333,-73.12125278
410502073236000,"NORWALK HARBOR AT THE COVE MARINA NR E NORWALK, CT",41.08395,-73.3999861
410606073245700,"NORWALK R AT MARITIME AQUARIUM NR S NORWALK, CT",41.10161944,-73.4159472
410613073215801,"SAUGATUCK RIVER LOWER EMBAYMENT NEAR SAUGATUCK, CT",41.103875,-73.3662167
410724073221001,"SAUGATUCK RIVER US RTE 136 NEAR SAUGATUCK, CT",41.12345278,-73.3694556
410729073171701,"MILL RIVER AT SOUTHPORT HARBOR NEAR SOUTHPORT, CT",41.12479167,-73.2882083
