ID,Category,Latitude,Longitude
072632996,"Lk Maumelle Raw Water Intake nr Natural Steps,AR",34.85194444,-92.4891667
073625897,"Lake Winona Raw Water Intake Pipe near Reform, AR",34.7958333,-92.8416667
07362591,"Alum Fork Saline River at Winona Dam at Reform, AR",34.79777778,-92.8455556
11455508,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,38.04953056,-121.88755
11455780,SUISUN BAY A BENICIA BRIDGE NR BENICIA CA,38.04492057,-122.1266323
11455820,CARQUINEZ STRAIT A CARQUINEZ BR NR CROCKETT CA,38.0613095,-122.2255241
373015122071000,SOUTH SAN FRANCISCO BAY AT DUMBARTON BRIDGE CA,37.5041043,-122.1205192
374811122235001,SAN FRANCISCO BAY A PIER 17 A SAN FRANCISCO CA,37.80305,-122.3973083
374938122251801,SAN FRANCISCO BAY A NE SHORE ALCATRAZ ISLAND CA,37.8272222,-122.4216667
375607122264701,SAN FRANCISCO BAY A RICHMOND-SAN RAFAEL BRIDGE CA,37.93527778,-122.4463889
375734121330601,BACON ISLAND SOUTH POND NR ORWOOD CA,37.9594,-121.5516694
375955121333601,BACON ISLAND NORTH POND NR ORWOOD CA,37.9986111,-121.5601306
380137112135201,HOLLAND TRACT NORTH POND NR BETHEL ISLAND CA,38.02691944,-121.5865806
380318121571501,SUISUN BAY A CHANNEL MARKER 24A NR BAY POINT CA,38.05509444,-121.9542944
380337122000301,SUISUN BAY A BUOY 19 NR PORT CHICAGO CA,38.06037778,-122.0007056
380356122023701,SUISUN BAY A CHANNEL MARKER 16 NR PORT CHICAGO CA,38.06552778,-122.0435194
380502121350301,WEBB TRACT EAST POND NR TERMINOUS CA,38.08395,-121.5842694
380545121310901,BOULDIN ISLAND EAST POND NR TERMINOUS CA,38.09573056,-121.5190889
380550121322801,BOULDIN ISLAND WEST POND SOUTH SITE NR TERMINOUS,38.09735278,-121.5411139
380557121323001,BOULDIN ISLAND WEST POND NR TERMINOUS CA,38.09923889,-121.541561
380631122032201,GRIZZLY BAY A SUISUN SLOUGH NR AVON CA,38.10853056,-122.0559806
380924121301901,STATEN ISLAND NR TERMINOUS CA,38.15665,-121.5051889
381142122015801,FIRST MALLARD BRANCH NR FAIRFIELD CA,38.19489444,-122.0328139
385644122542201,HIGHLAND SPRINGS RESERVOIR NR KELSEYVILLE CA,38.9455,-122.9062
385656122381701,CLEAR LK A REDBUD PARK A CLEARLAKE CA,38.94875556,-122.637986
385741122402101,CLEAR LK A MOORING LA-12 NR CLEARLAKE PARK CA,38.961425,-122.672636
385859122430101,CLEAR LK A MOORING LA-03 NR CLEARLAKE PARK CA,38.98299444,-122.716986
390005122441301,CLEAR LK A MOORING LA-11 NR BUCKINGHAM PARK CA,39.00130556,-122.7368778
390009122400201,HERMAN IMPOUNDMENT NR CLEARLAKE OAKS CA,39.00251389,-122.6671222
390010122401401,CLEAR LK A SULPHUR BANK MINE NR CLEARLAKE OAKS CA,39.00265278,-122.6705306
390015122394801,HERMAN IMPOUNDMENT CL23-01 NR CLEARLAKE OAKS CA,39.0041,-122.6634306
390015122395001,HERMAN IMPOUNDMENT CL23-06 NR CLEARLAKE OAKS CA,39.00405,-122.6638194
390021122400501,NORTH PIT NR ELEM RD NR CLEARLAKE OAKS CA,39.00578889,-122.6679694
390021122404001,CLEAR LK A MOORING OA-10 NR CLEARLAKE OAKS CA,39.00507778,-122.6773556
390029122410601,CLEAR LK A MOORING OA-09 NR CLEARLAKE OAKS CA,39.0058222,-122.6852528
390046122415601,CLEAR LK A MOORING OA-04 NR CLEARLAKE OAKS CA,39.01269444,-122.698986
390109122402701,CLEAR LK A STUBBS ISLAND NR CLEARLAKE OAKS CA,39.01918889,-122.67415
