Category,ID,Latitude,Longitude,Date,elev,cirrus_flag,cloud_flag,water_flag
Alum Fork Saline River at Winona Dam at Reform,07362591,34.79777778,-92.8455556,2024-02-18 18:36:23 UTC,198.2480678,0.0,0.0,1.0
Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,401350073594801,40.2305,-73.99675,2024-04-20 16:17:04 UTC,-29.5591817,0.0,0.0,1.0
Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,401350073594801,40.2305,-73.99675,2024-04-24 14:37:48 UTC,-31.1929552,0.0,0.0,0.0
Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,401350073594801,40.2305,-73.99675,2024-06-22 15:19:28 UTC,-33.4883724,0.0,0.0,0.0
Atlantic Oc in Deal Lk surge chmbr at Asbury Pk NJ,401350073594801,40.2305,-73.99675,2024-06-26 13:43:41 UTC,-33.4884491,0.0,0.0,0.0
BEAR LAKE 0.13 MI S OF UT-ID BORDER NR FISH HAVEN,415955111212401,41.9985722,-111.3567167,2023-07-31 20:55:18 UTC,1790.6752472,0.0,0.0,1.0
BEAR LAKE 0.13 MI S OF UT-ID BORDER NR FISH HAVEN,415955111212401,41.9985722,-111.3567167,2024-08-09 22:23:52 UTC,1790.6765964,0.0,0.0,1.0
BEAR LAKE 2.8 MI S OF N BEACH SP NR LIFTON,420446111183201,42.07952778,-111.3087778,2023-07-31 20:55:18 UTC,1791.0397835,0.0,0.0,1.0
BEAR LAKE 2.8 MI S OF N BEACH SP NR LIFTON,420446111183201,42.07952778,-111.3087778,2024-08-09 22:23:52 UTC,1791.0409764,0.0,0.0,1.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2023-06-01 22:04:19 UTC,30.5697289,0.0,0.0,0.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2023-10-05 20:11:59 UTC,30.6096844,0.0,0.0,0.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2024-04-06 19:23:15 UTC,29.3512439,0.0,0.0,1.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2024-04-14 21:00:35 UTC,30.6161515,0.0,0.0,0.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2024-08-16 19:56:13 UTC,30.6368225,0.0,0.0,1.0
BETHANY LAKE NEAR BETHANY,142063398,45.55631389,-122.8737194,2024-10-05 19:17:18 UTC,29.8721597,0.0,0.0,0.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-04-25 17:35:08 UTC,2273.5659585,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-06-02 19:40:27 UTC,2273.565126,1.0,0.0,0.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-06-13 22:02:30 UTC,2273.5653342,0.0,0.0,0.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-10-06 17:48:37 UTC,2273.5656298,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-10-10 16:11:56 UTC,2273.5664514,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-10-17 20:15:35 UTC,2273.5656179,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-10-21 18:39:53 UTC,2273.5659531,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2023-10-25 17:04:42 UTC,2273.5649011,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-04-07 16:59:44 UTC,2273.5671625,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-04-18 19:26:16 UTC,2273.5652966,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-04-22 17:47:29 UTC,2273.5646914,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-06-24 16:51:33 UTC,2273.5663856,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-08-24 16:44:04 UTC,2273.5658927,0.0,0.0,1.0
BLUE MESA RES WEST OF DRY GULCH NEAR SAPINERO,382847107120401,38.47975,-107.2012222,2024-10-06 16:54:22 UTC,2273.5651513,0.0,0.0,1.0
